sample_id,original_sample_id,sample_type,source,tif_path,x,y,valid_ratio,change_ratio,change_pixels,valid_pixels,selection_valid_min,selection_pos_min,selection_neg_max,selection_stride
000045,gfc_2018_2020_amazon_01_006528_003072,positive,gfc_2018_2020_amazon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_amazon_01.tif,3072,6528,0.063720703125,0.19444444444444445,812,4176,0.05,0.05,0.03,64
000046,gfc_2018_2020_borneo_02_003712_006592,positive,gfc_2018_2020_borneo_02,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_borneo_02.tif,6592,3712,0.1584320068359375,0.37041317538283736,3846,10383,0.05,0.05,0.03,64
000047,gfc_2018_2020_expansion_congo_angola_01_001344_003392,positive,gfc_2018_2020_expansion_congo_angola_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_congo_angola_01.tif,3392,1344,0.08160400390625,0.2855272999252057,1527,5348,0.05,0.05,0.03,64
000048,gfc_2018_2020_amazon_01_004416_006592,positive,gfc_2018_2020_amazon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_amazon_01.tif,6592,4416,0.105499267578125,0.4878507376337865,3373,6914,0.05,0.05,0.03,64
000049,gfc_2018_2020_borneo_02_003712_004416,positive,gfc_2018_2020_borneo_02,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_borneo_02.tif,4416,3712,0.27606201171875,0.488945390227725,8846,18092,0.05,0.05,0.03,64
000050,gfc_2018_2020_expansion_se_asia_borneo_03_000384_005440,positive,gfc_2018_2020_expansion_se_asia_borneo_03,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_se_asia_borneo_03.tif,5440,384,0.0551910400390625,0.20210118883052253,731,3617,0.05,0.05,0.03,64
000051,gfc_2018_2020_expansion_madagascar_east_01_004672_004864,positive,gfc_2018_2020_expansion_madagascar_east_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_madagascar_east_01.tif,4864,4672,0.0600128173828125,0.2303585049580473,906,3933,0.05,0.05,0.03,64
000052,gfc_2018_2020_expansion_temperate_europe_01_001024_002240,positive,gfc_2018_2020_expansion_temperate_europe_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_temperate_europe_01.tif,2240,1024,0.0643157958984375,0.892526690391459,3762,4215,0.05,0.05,0.03,64
000053,gfc_2018_2020_expansion_amazon_bolivia_01_001024_001472,negative,gfc_2018_2020_expansion_amazon_bolivia_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_amazon_bolivia_01.tif,1472,1024,0.0895233154296875,0.004602011249360832,27,5867,0.05,0.05,0.03,64
000054,gfc_2018_2020_expansion_temperate_china_01_004160_003712,positive,gfc_2018_2020_expansion_temperate_china_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_temperate_china_01.tif,3712,4160,0.0520172119140625,0.13963039014373715,476,3409,0.05,0.05,0.03,64
000055,gfc_2018_2020_expansion_mexico_yucatan_01_000576_004032,positive,gfc_2018_2020_expansion_mexico_yucatan_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_mexico_yucatan_01.tif,4032,576,0.061676025390625,0.5551707075705097,2244,4042,0.05,0.05,0.03,64
000056,gfc_2018_2020_expansion_congo_cameroon_01_004864_003648,positive,gfc_2018_2020_expansion_congo_cameroon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_congo_cameroon_01.tif,3648,4864,0.0771331787109375,0.41740850642927796,2110,5055,0.05,0.05,0.03,64
000057,gfc_2018_2020_amazon_02_004672_001152,negative,gfc_2018_2020_amazon_02,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_amazon_02.tif,1152,4672,0.1050567626953125,0.025127087872185913,173,6885,0.05,0.05,0.03,64
000058,gfc_2018_2020_expansion_se_asia_borneo_03_000576_006656,positive,gfc_2018_2020_expansion_se_asia_borneo_03,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_se_asia_borneo_03.tif,6656,576,0.09210205078125,0.5076209410205434,3064,6036,0.05,0.05,0.03,64
000059,gfc_2018_2020_expansion_se_asia_papua_01_006080_006208,positive,gfc_2018_2020_expansion_se_asia_papua_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_se_asia_papua_01.tif,6208,6080,0.0550384521484375,0.3598558358746881,1298,3607,0.05,0.05,0.03,64
000060,gfc_2018_2020_expansion_madagascar_east_01_005632_000896,positive,gfc_2018_2020_expansion_madagascar_east_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_madagascar_east_01.tif,896,5632,0.062774658203125,0.3660670879922217,1506,4114,0.05,0.05,0.03,64
000061,gfc_2018_2020_borneo_01_006912_002496,positive,gfc_2018_2020_borneo_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_borneo_01.tif,2496,6912,0.07391357421875,0.8371180842279108,4055,4844,0.05,0.05,0.03,64
000062,gfc_2018_2020_expansion_se_asia_sumatra_02_007104_006784,positive,gfc_2018_2020_expansion_se_asia_sumatra_02,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_se_asia_sumatra_02.tif,6784,7104,0.0575103759765625,0.4001061289466702,1508,3769,0.05,0.05,0.03,64
000063,gfc_2018_2020_expansion_se_asia_myanmar_01_003904_002944,positive,gfc_2018_2020_expansion_se_asia_myanmar_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_se_asia_myanmar_01.tif,2944,3904,0.0866851806640625,0.12621017426509418,717,5681,0.05,0.05,0.03,64
000064,gfc_2018_2020_expansion_se_asia_sumatra_02_001280_006720,positive,gfc_2018_2020_expansion_se_asia_sumatra_02,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_se_asia_sumatra_02.tif,6720,1280,0.0679473876953125,0.16775207725129127,747,4453,0.05,0.05,0.03,64
000065,gfc_2018_2020_expansion_congo_angola_01_003072_001984,positive,gfc_2018_2020_expansion_congo_angola_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_congo_angola_01.tif,1984,3072,0.0853118896484375,0.37005902343051333,2069,5591,0.05,0.05,0.03,64
000066,gfc_2018_2020_expansion_boreal_canada_01_002368_001600,positive,gfc_2018_2020_expansion_boreal_canada_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_boreal_canada_01.tif,1600,2368,0.0959014892578125,0.9996817820206841,6283,6285,0.05,0.05,0.03,64
000067,gfc_2018_2020_expansion_se_asia_borneo_03_001216_003008,positive,gfc_2018_2020_expansion_se_asia_borneo_03,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_se_asia_borneo_03.tif,3008,1216,0.0920867919921875,0.7144987572493786,4312,6035,0.05,0.05,0.03,64
000068,gfc_2018_2020_expansion_boreal_siberia_01_002240_001088,positive,gfc_2018_2020_expansion_boreal_siberia_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_boreal_siberia_01.tif,1088,2240,0.07958984375,0.8424079754601227,4394,5216,0.05,0.05,0.03,64
000069,gfc_2018_2020_amazon_02_003904_002240,negative,gfc_2018_2020_amazon_02,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_amazon_02.tif,2240,3904,0.0617523193359375,0.023721275018532245,96,4047,0.05,0.05,0.03,64
000070,gfc_2018_2020_expansion_boreal_siberia_01_004352_005440,negative,gfc_2018_2020_expansion_boreal_siberia_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_boreal_siberia_01.tif,5440,4352,0.0786895751953125,0.0,0,5157,0.05,0.05,0.03,64
000071,gfc_2018_2020_expansion_congo_angola_01_003776_000832,positive,gfc_2018_2020_expansion_congo_angola_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_congo_angola_01.tif,832,3776,0.058624267578125,0.3274336283185841,1258,3842,0.05,0.05,0.03,64
000072,gfc_2018_2020_expansion_boreal_siberia_01_000000_004288,negative,gfc_2018_2020_expansion_boreal_siberia_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_boreal_siberia_01.tif,4288,0,0.0587005615234375,0.001819599688068625,7,3847,0.05,0.05,0.03,64
000073,gfc_2018_2020_expansion_amazon_guiana_01_002560_006272,positive,gfc_2018_2020_expansion_amazon_guiana_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_amazon_guiana_01.tif,6272,2560,0.3714599609375,0.10417351298061124,2536,24344,0.05,0.05,0.03,64
000074,gfc_2018_2020_expansion_congo_angola_01_000960_002752,positive,gfc_2018_2020_expansion_congo_angola_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports_expansion/gfc_2018_2020_expansion_congo_angola_01.tif,2752,960,0.061767578125,0.1482213438735178,600,4048,0.05,0.05,0.03,64
000075,gfc_2018_2020_amazon_02_003968_005568,positive,gfc_2018_2020_amazon_02,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_amazon_02.tif,5568,3968,0.143341064453125,0.5967638918458591,5606,9394,0.05,0.05,0.03,64
000076,gfc_2018_2020_amazon_01_002880_003904,negative,gfc_2018_2020_amazon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/GEE_exports/gfc_2018_2020_amazon_01.tif,3904,2880,0.2193450927734375,0.02991304347826087,430,14375,0.05,0.05,0.03,64
